paper_id,title,UMAP1,UMAP2,Publication_Year,Cited_by_count,DOI,event,journal,Author
W4296293122,SeqCode: a nomenclatural code for prokaryotes described from sequence data,9.782803,7.378903,2022,206,https://doi.org/10.1038/s41564-022-01214-9,未培養系統群に対してもゲノム情報のみから命名を可能にするSeqCodeの提案,Nature Microbiology,Brian P. Hedlund; Maria Chuvochina; Philip Hugenholtz; Konstantinos T. Konstantinidis; Alison E. Murray; Marike Palmer; Donovan H. Parks; Alexander J. Probst; Anna‐Louise Reysenbach; Luis M. Rodriguez‐R; Ramon Rossell_‐M_ra; Iain C. Sutcliffe; Stephanus N. Venter; William B. Whitman
W1869640752,The essential gene set of a photosynthetic organism,7.9031353,2.4116704,2015,196,https://doi.org/10.1073/pnas.1519220112,光合成生物(Synechococcus elongatus PCC 7942)における必須遺伝子群の同定,Proceedings of the National Academy of Sciences,Benjamin E. Rubin; Kelly M. Wetmore; Morgan N. Price; Spencer Diamond; Ryan K. Shultzaberger; Laura C. Lowe; Genevieve Curtin; Adam P. Arkin; Adam M. Deutschbauer; Susan S. Golden
W2035507249,Cloning and mapping of the replication origin of Escherichia coli.,5.641394,0.6322302,1977,194,https://doi.org/10.1073/pnas.74.12.5458,大腸菌oriC領域のクローニング,Proceedings of the National Academy of Sciences,Seiichi Yasuda; Y Hirota
W1598985695,Combining two genomes in one cell: Stable cloning of the Synechocystis PCC6803 genome in the Bacillus subtilis 168 genome,4.403884,2.520055,2005,188,https://doi.org/10.1073/pnas.0503868102,Bacillus subtilisへのSynechocystis PCC6803の全ゲノムクローニング(シアノバチルス),Proceedings of the National Academy of Sciences,Mitsuhiro Itaya; Kenji Tsuge; Maki Koizumi; Kyoko Fujita
W2120035402,The complete genomic sequence of the marine phage Roseophage SIO1 shares homology with nonmarine phages,2.1051228,2.7047765,2000,183,https://doi.org/10.4319/lo.2000.45.2.0408,初の海洋ウイルスゲノム解読（Roseophage SIO1）,Limnology and Oceanography,Forest Rohwer; Anca M. Segall; Griegx Steward; Victor Seguritan; Mya Breitbart; Felise Wolven; F. Azam
W4394728040,Nitrogen-fixing organelle in a marine alga,3.7538617,5.0421286,2024,167,https://doi.org/10.1126/science.adk1075,分離株を通じた生理学的解析からUCYN-Aをニトロプラストとして提唱,Science,Tyler H. Coale; Valentina Loconte; Kendra A. Turk‐Kubo; Bieke Vanslembrouck; Wingkwan Mak; Shunyan Cheung; Axel Ekman; Jian-Hua Chen; Kyoko Hagino; Yoshihito Takano; Tomohiro Nishimura; Masao Adachi; Mark Le Gros; Carolyn A. Larabell; Jonathan P. Zehr
W2011443458,A Cyanobacterium Capable of Swimming Motility,-0.4185658,4.9854255,1985,165,https://doi.org/10.1126/science.230.4721.74,シネココッカスの分離,Science,John Waterbury; Joanne M. Willey; Diana G. Franks; Frederica W. Valois; Stanley W. Watson
W4214851683,"Host specificity of DNA produced by Escherichia coli, X. In vitro restriction of phage fd replicative form.",7.654651,2.3142285,1968,161,https://doi.org/10.1073/pnas.59.4.1300,制限酵素の発見(I 型制限酵素),Proceedings of the National Academy of Sciences,Stuart Linn; Werner Arber
W1518689773,Deoxyribonucleic Acid Synthesis in Cell-free Extracts,6.5739694,0.5963818,1972,146,https://doi.org/10.1016/S0021-9258(20)81114-4,複製DNA ポリメラーゼの精製(DNA polymerase III),Journal of Biological Chemistry,Thomas B. Kornberg; Malcolm L. Gefter
W2068370729,Electron microscopy of membrane-free folded chromosomes from Escherichia coli,5.443197,0.7936498,1976,138,https://doi.org/10.1007/BF00328479,染色体構造のRosset model,Chromosoma,Ruth Kavenoff; Brian C. Bowen
W2064911222,Origin of Replication of Mycoplasma genitalium,5.391296,0.84442466,1996,108,https://doi.org/10.1126/science.272.5262.745,DNA複製起点を挟んでGCskewが変化する,Science,Jean R. Lobry
W4386498269,Genetic manipulation of Patescibacteria provides mechanistic insights into microbial dark matter and the epibiotic lifestyle,2.746579,4.2311153,2023,92,https://doi.org/10.1016/j.cell.2023.08.017,CPRに対する遺伝子組換え系の開発,Cell,Yaxi Wang; Larry A. Gallagher; Pia A. Andrade; Andi Liu; Ian R. Humphreys; Serdar Turkarslan; Kevin J. Cutler; Mario L. Arrieta‐Ortiz; Yaqiao Li; Matthew C. Radey; Jeffrey S. McLean; Qian Cong; David Baker; Nitin S. Baliga; S. Brook Peterson; Joseph D. Mougous
W4283327986,"A centimeter-long bacterium with DNA contained in metabolically active, membrane-bound organelles",2.4627705,1.4902242,2023,91,https://doi.org/10.1126/science.abb3634,9cmにも達する巨大細菌(Thiomargarita)の発見,Science,Jean‐Marie Volland; Silvina Gonzalez‐Rizzo; Olivier Gros; Tom__ Tyml; Natalia Ivanova; Frederik Schulz; Danielle Goudeau; Nathalie H. Elisabeth; Nandita Nath; Daniel Udwary; Rex R. Malmstrom; Chantal Guidi‐Rontani; Susanne Bolte-Kluge; Karen M. Davies; Ma_tena R. N. Jean; J.L. Mansot; Nigel J. Mouncey; Esther R. Angert; Tanja Woyke; Shailesh V. Date
W2760705314,Exponential propagation of large circular DNA by reconstitution of a chromosome-replication cycle,5.5179667,0.5954299,2017,74,https://doi.org/10.1093/nar/gkx822,長鎖の環状DNAの複製が可能なRCR法の開発,Nucleic Acids Research,Masayuki Su’etsugu; Hiraku Takada; Tsutomu Katayama; Hiroko Tsujimoto
W3172432525,Spatial alanine metabolism determines local growth dynamics of Escherichia coli colonies.,1.0459218,6.0127034,2021,74,https://doi.org/10.7554/eLife.70794,大腸菌シングルコロニーについて、コロニー表層と内部で発現プロファイルに差があることを発見。,eLife,Francisco D_az-Pascual; Martin Lempp; Kazuki Nosho; Hannah Jeckel; Jeanyoung Jo; Konstantin Neuhaus; Raimo Hartmann; Eric Jelli; Mads Frederik Hansen; Alexa Price‐Whelan; Lars E. P. Dietrich; Hannes Link; Knut Drescher
W4306809753,Borgs are giant genetic elements with potential to expand metabolic capacity,0.850892,4.905256,2022,69,https://doi.org/10.1038/s41586-022-05256-1,メタン酸化アーキアが持つ新たなタイプの染色体外エレメントBorgの発見,Nature,Basem Al-Shayeb; Marie C. Schoelmerich; Jacob West-Roberts; Luis E. Valentin-Alvarado; Rohan Sachdeva; Susan Mullen; Alexander Crits‐Christoph; Michael J. Wilkins; Kenneth H. Williams; Jennifer A. Doudna; Jillian F. Banfield
W4387451784,Histones with an unconventional DNA-binding mode in vitro are major chromatin constituents in the bacterium Bdellovibrio bacteriovorus,5.2238126,0.8608486,2023,50,https://doi.org/10.1038/s41564-023-01492-x,Bacteriaもヒストンを持つ,Nature Microbiology,Antoine Hocher; Shawn P. Laursen; Paul Radford; Jess Tyson; Carey Lambert; Kathryn M Stevens; Alex Montoya; Pavel V. Shliaha; Mathieu Picardeau; R. Elizabeth Sockett; Karolin Luger; Tobias Warnecke
W3133077985,DNA translated: Friedrich Miescher's discovery of nuclein in its original context,9.672747,6.3297215,1871,33,https://doi.org/10.1017/S000708742000062X,DNAの化合物としての発見,The British Journal for the History of Science,Kersten T. Hall; Neeraja Sankaran
W4389362949,National genomic surveillance integrating standardized quantitative susceptibility testing clarifies antimicrobial resistance in Enterobacterales,4.0426936,3.1354573,2023,32,https://doi.org/10.1038/s41467-023-43516-4,JARBS（Japan Antimicrobial Resistant Bacterial Surveillance）,Nature Communications,Shizuo Kayama; Koji Yahara; Yo Sugawara; Sayoko Kawakami; Kohei Kondo; Hui Zuo; Shoko Kutsuno; Norikazu Kitamura; Aki Hirabayashi; Toshiki Kajihara; Hitomi Kurosu; Liansheng Yu; Masato Suzuki; Junzo Hisatsune; Motoyuki Sugai
W1988322301,Global Ocean Sampling Collection,4.7115397,6.2220683,2007,20,https://doi.org/10.1371/journal.pbio.0050083,Global Ocean Sampling Expedition 成果公表,PLoS Biology,Hemai Parthasarathy; Emma Hill; Catriona MacCallum
W2065880164,Comprotein,6.062569,4.792972,1962,17,https://doi.org/10.1145/1461518.1461546,最初のバイオインフォマティクスプログラムの開発,0,M. O. Dayhoff; Robert S. Ledley
W4255193062,"Ueber die isolirte Färbung der Schizomyceten in Schnitt- und Trockenpräparaten von Dr. Gram, Kopenhagen. — Fortschritte der Medicin 1884 No. 6. Ref. Dr. Becker",-1.2089877,10.732015,1884,6,https://doi.org/10.1055/s-0029-1209285,グラム染色,DMW - Deutsche Medizinische Wochenschrift,0
